ID,MLS,Title,Currency,Price,Type,listingType,District,Description,Bedrooms,Bathrooms,Garage,Stories,Zoning,SquareFt,Acreage,YearBuilt,Views,Furnished,Tennis,Dock,Alarm,Gym,Pictures,Videos
2000,413457,"Indigo Bay Seaview Residence #2",cid,1395000,Residential,Semi-Detached/Duplex/Triplex,Prospect,"<p>Very unique, oversized Seaview residence with gated entrance, spanning three storeys and located on 520 feet of tranquil, beautiful, Sea frontage. Raised 12 feet high for storm protection. This special residence has an additional rooftop patio that affords stunning views, including an outdoor kitchen, jacuzzi, and shaded lounge area. Designed to provide much more than any other residential development, your residence features an abundance of attributes - Seaview master bedroom and living room, solar panel array to eliminate costs, private backyard with patio, separate storage unit, smart home technology, propane appliances, huge private attached garage, and an exceptional quality of fixtures, finishes, appliances, and building materials. The property itself is another wealth of highly desired features unlike anywhere else – massive 3.4 acres with a 500 foot Seafront park, yoga area, large swimming pool with separate kids pool/play area, fully equipped gym, community center, spectacular 150 foot dock with boat slips and large cabana, storage lockers for paddle boards/kayaks, BBQ area, and the list goes on! No other residence has all of these qualities. A tremendous value for home ownership, long term rental, and investment. Ready to move in NOW!</p>",3,3,Yes,3,,3862,,2021,"Beach View,Water View",No,0,1,1,0,"https://images.remax.ky/listings/2000/22069d97-89bd-4b5e-9e48-ae1364ed23d1.jpeg, https://images.remax.ky/listings/2000/54c10635-1f12-4cb2-b1a2-c46e79f4dacb.jpeg, https://images.remax.ky/listings/2000/675ec0cc-824a-4e1d-ac2e-c41c7ee7cbf3.jpeg, https://images.remax.ky/listings/2000/2e4b8094-0bd1-439f-9d16-5e7251cbfe8b.jpeg, https://images.remax.ky/listings/2000/697e442b-a72f-413c-836b-a9bfbe024a15.jpeg, https://images.remax.ky/listings/2000/0c87eb06-70ce-4387-9698-4efd8f926498.jpeg, https://images.remax.ky/listings/2000/bddeb05b-6e1a-456a-a46e-03e659fd4860.jpeg, https://images.remax.ky/listings/2000/2b16c8d4-8be4-4ce9-b67c-7c488921cb82.jpeg, https://images.remax.ky/listings/2000/111eadc7-bd01-431e-b5cd-649dae1d23af.jpeg",
2001,413458,"Indigo Bay Corner Seaview Residence #3",cid,1495000,Residential,Condominium,Prospect,"<p>Strategically located and unique, this oversized Seaview residence is situated at the very front corner of the Seaview residences, featuring gorgeous wide angled Sea views from all levels. Spanning three storeys and located on 520 feet of tranquil, beautiful Sea frontage. There is a gated entrance and the property is raised 12 feet high for storm protection. This special residence has an additional rooftop patio that affords stunning views, including an outdoor kitchen, jacuzzi, and shaded lounge area. Designed to provide much more than any other residential development, your residence features an abundance of attributes - Seaview master bedroom and living room, solar panel array to eliminate costs, private backyard with patio, separate storage unit, smart home technology, propane appliances, huge private attached garage, and an exceptional quality of fixtures, finishes, appliances, and building materials. The property itself is another wealth of highly desired features unlike anywhere else – massive 3.4 acres with a 500 foot Seafront park, yoga area, large swimming pool with separate kids pool/play area, fully equipped gym, community center, spectacular 150 foot dock with boat slips and large cabana, storage lockers for paddle boards/kayaks, BBQ area, and the list goes on! No other residence has all of these qualities. A tremendous value for home ownership, long term rental, and investment. Ready to move in NOW!</p>",3,3,Yes,3,,3862,,2021,"Beach View,Water View",No,0,1,1,0,"https://images.remax.ky/listings/2001/22069d97-89bd-4b5e-9e48-ae1364ed23d1.jpeg, https://images.remax.ky/listings/2001/54c10635-1f12-4cb2-b1a2-c46e79f4dacb.jpeg, https://images.remax.ky/listings/2001/675ec0cc-824a-4e1d-ac2e-c41c7ee7cbf3.jpeg, https://images.remax.ky/listings/2001/2e4b8094-0bd1-439f-9d16-5e7251cbfe8b.jpeg, https://images.remax.ky/listings/2001/697e442b-a72f-413c-836b-a9bfbe024a15.jpeg, https://images.remax.ky/listings/2001/0c87eb06-70ce-4387-9698-4efd8f926498.jpeg, https://images.remax.ky/listings/2001/bddeb05b-6e1a-456a-a46e-03e659fd4860.jpeg, https://images.remax.ky/listings/2001/2b16c8d4-8be4-4ce9-b67c-7c488921cb82.jpeg, https://images.remax.ky/listings/2001/111eadc7-bd01-431e-b5cd-649dae1d23af.jpeg",
2002,413318,"Stunning Waterfront Estate Home Grand Harbour",usd,4769000,Residential,"Single Family Home",Prospect,"<p><span style=""color: #6d6f71; font-family: Lato, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 400; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; white-space: normal; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; background-color: #ffffff; text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">This stunning newly constructed, waterfront West Indian Coastal Estate home is a true masterpiece! Nestled in the prestigious gated community of Bimini Drive, at Grand Harbour, every tiny detail has been carefully designed and considered for elegant, yet comfortable modern family living and entertaining. There is an immense Great Room with 16' high custom ceilings carved by master craftsmen, and ceiling to floor glass sliding doors, bringing the outside in, and providing stunning water views. This is a wonderful home for entertaining with an incredible custom kitchen that has 2 ovens (one gas, one electric), 2 dishwashers, an over sized Subzero fridge, freezer and wine cooler, high-end Miele appliances and a huge Quartz breakfast bar for gathering around. As well as the elegant formal dining room, there is a beautiful waterfront outdoor entertaining area with BBQ and pizza oven. The exquisite master suite has breathtaking North Sound views from the massive balcony. There's an elegant dressing room and a beautiful designer bathroom with a huge walk-in shower with double-rain shower heads, as well as a free-standing soaking tub. The 40' pool (which is 8' deep at one end) is great for laps, or lounging and enjoying the incredible water views in every direction. This home is a boater's dream and has a new 40' Trex dock and jet ski docking area. , Built with energy efficiency in mind, it has solar panels which generate 17 KWs of power and is one of Cayman's few homes that benefit from the Solar Core Agreement. There are 3 AC zones each SEAR 26 and a two and a half car garage. This smart home has state-of-the-art technology throughout, including a full security system with cameras and the bonus an amazing 100' flat screen smart TV in the Great Room for watching the game! Surrounded by lush landscaping with numerous fruit trees, as well as an irrigation system, the property benefits from a cistern. The home comes fully furnished with new luxurious designer furnishings. Situated close to all the conveniences of Grand Harbour and the new Harbour Walk, this home has so many incredible features, it truly has to be seen to be appreciated. Interior photos and video to follow.</span></p>",5,4.5,2,,,"5,813",0.3395,2021,"Canal Front,Water Front",Yes,0,1,0,0,"https://images.remax.ky/listings/2002/485bimini-w2-1.jpg, https://images.remax.ky/listings/2002/485bimini-w2-4.jpg, https://images.remax.ky/listings/2002/485bimini-w2-3.jpg, https://images.remax.ky/listings/2002/485bimini-w2-9.jpg, https://images.remax.ky/listings/2002/485bimini-w2-10.jpg, https://images.remax.ky/listings/2002/485bimini-w2-11.jpg, https://images.remax.ky/listings/2002/485bimini-w2-18.jpg, https://images.remax.ky/listings/2002/485bimini-w2-2.jpg",
2003,413466,"Waterfront .70Acre Lot",usd,299000,Land,"Little Cayman/Cayman Brac","Little Cayman West","<p>New Listing!  Almost a Full 3/4 Acre Parcel Located on the Northwest Coast Very Close in to ""Town"" Area of Little Cayman.  Beautiful Sunsets with Lots Facing Northwest.  Very Reasonably Priced at Under US$10sqft!</p>",,,No,,,,.70,,"Water Front",,0,0,0,0,"https://images.remax.ky/listings/2003/largepic-2sep21.jpg, https://images.remax.ky/listings/2003/map-2sep21.jpg, https://images.remax.ky/listings/2003/largemap-2sep21.jpg, https://images.remax.ky/listings/2003/verylargepic-2sep21.jpg",
2004,413467,"Waterfront .74Acre Lot",usd,299000,Land,"Little Cayman/Cayman Brac","Little Cayman West","<p>New Listing!  A Full 3/4 Acre Parcel Located on the Northwest Coast Very Close in to ""Town"" Area of Little Cayman.  Beautiful Sunsets with Lots Facing Northwest.  Very Reasonably Priced at Under US$10sqft!</p>",,,No,,,,.74,,"Water Front",,0,0,0,0,"https://images.remax.ky/listings/2004/largepic-2sep21.jpg, https://images.remax.ky/listings/2004/map-2sep21.jpg, https://images.remax.ky/listings/2004/largemap-2sep21.jpg, https://images.remax.ky/listings/2004/verylargepic-2sep21.jpg",
2005,413468,"Waterfront .75Acre Lot",usd,299000,Land,"Little Cayman/Cayman Brac","Little Cayman West","<p>New Listing!  A Full 3/4 Acre Parcel Located on the Northwest Coast Very Close in to ""Town"" Area of Little Cayman.  Beautiful Sunsets with Lots Facing Northwest.  Very Reasonably Priced at Under US$10sqft!</p>",,,No,,,,.75,,"Water Front",,0,0,0,0,"https://images.remax.ky/listings/2005/largepic-2sep21.jpg, https://images.remax.ky/listings/2005/map-2sep21.jpg, https://images.remax.ky/listings/2005/largemap-2sep21.jpg, https://images.remax.ky/listings/2005/verylargepic-2sep21.jpg",
2006,413469,"Waterfront .81 Acre Lot",usd,299000,Land,"Little Cayman/Cayman Brac","Little Cayman West","<p>New Listing!  A Full .81 Acre Parcel Located on the Northwest Coast Very Close in to ""Town"" Area of Little Cayman.  Beautiful Sunsets with Lots Facing Northwest.  Very Reasonably Priced at Under US$10sqft!</p>",,,No,,,,.81,,"Water Front",,0,0,0,0,"https://images.remax.ky/listings/2006/largepic-2sep21.jpg, https://images.remax.ky/listings/2006/map-2sep21.jpg, https://images.remax.ky/listings/2006/largemap-2sep21.jpg, https://images.remax.ky/listings/2006/verylargepic-2sep21.jpg",
2007,413470,"Waterfront .81 Acre Lot",usd,299000,Land,"Little Cayman/Cayman Brac","Little Cayman West","<p>New Listing!  A Full .81 Acre Parcel Located on the Northwest Coast Very Close in to ""Town"" Area of Little Cayman.  Beautiful Sunsets with Lots Facing Northwest.  Very Reasonably Priced at Under US$10sqft!</p>",,,No,,,,.81,,"Water Front",,0,0,0,0,"https://images.remax.ky/listings/2007/largepic-2sep21.jpg, https://images.remax.ky/listings/2007/map-2sep21.jpg, https://images.remax.ky/listings/2007/largemap-2sep21.jpg, https://images.remax.ky/listings/2007/verylargepic-2sep21.jpg",
2008,413471,"Waterfront .77 Acre Lot",usd,299000,Land,"Little Cayman/Cayman Brac","Little Cayman West","<p>New Listing!  A Full .77 Acre Parcel Located on the Northwest Coast Very Close in to ""Town"" Area of Little Cayman.  Beautiful Sunsets with Lots Facing Northwest.  Very Reasonably Priced at Under US$10sqft!</p>",,,No,,,,.77,,"Water Front",,0,0,0,0,"https://images.remax.ky/listings/2008/largepic-2sep21.jpg, https://images.remax.ky/listings/2008/map-2sep21.jpg, https://images.remax.ky/listings/2008/largemap-2sep21.jpg, https://images.remax.ky/listings/2008/verylargepic-2sep21.jpg",
2009,413472,"Waterfront .82 Acre Lot",usd,299000,Land,"Little Cayman/Cayman Brac","Little Cayman West","<p>New Listing! A  Full .82 Acre Parcel Located on the Northwest Coast Very Close in to ""Town"" Area of Little Cayman.  Beautiful Sunsets with Lots Facing Northwest.  Very Reasonably Priced at Under US$10sqft!</p>",,,No,,,,.82,,"Water Front",,0,0,0,0,"https://images.remax.ky/listings/2009/largepic-2sep21.jpg, https://images.remax.ky/listings/2009/map-2sep21.jpg, https://images.remax.ky/listings/2009/largemap-2sep21.jpg, https://images.remax.ky/listings/2009/verylargepic-2sep21.jpg",
2010,413473,"Waterfront .80 Acre Lot",usd,299000,Land,"Little Cayman/Cayman Brac","Little Cayman West","<p>New Listing!  A Full .8 Acre Parcel Located on the Northwest Coast Very Close in to ""Town"" Area of Little Cayman.  Beautiful Sunsets with Lots Facing Northwest.  Very Reasonably Priced at Under US$10sqft!</p>",,,No,,,,.80,,"Water Front",,0,0,0,0,"https://images.remax.ky/listings/2010/largepic-2sep21.jpg, https://images.remax.ky/listings/2010/map-2sep21.jpg, https://images.remax.ky/listings/2010/largemap-2sep21.jpg, https://images.remax.ky/listings/2010/verylargepic-2sep21.jpg",
2011,413474,"Development Land 8.8 Acres",usd,699000,Land,"Little Cayman/Cayman Brac","Little Cayman West","<p>NEW LISTING!  Large Development Parcel Located on the West End of Little Cayman.  Potential for Maximum 30 Home Lots, Hotel or Condominiums.  At 8.8 Acres, the Most Substantial New Development Parcel to be Offered in Little Cayman.  Average of 11ft Above Sea Level to 50ft Above Sea Level, A Rare Elevated Acreage.  Most Attractive for Development in Little Cayman.</p>",,,No,,,,8.8,,"Garden View",,0,0,0,0,"https://images.remax.ky/listings/2011/largepic-2sep21.jpg, https://images.remax.ky/listings/2011/lotk-map-2sep21.jpg, https://images.remax.ky/listings/2011/largemap-2sep21.jpg, https://images.remax.ky/listings/2011/verylargepic-2sep21.jpg",
2013,413487,"Cayman Brac East Land",cid,72000,Land,"Low Density Residential","Cayman Brac East","<p>Located at the base of the Bluff is a stunning parcel that is tranquil and private.  High elevation and gorgeous views of the Bluff is a great place to build your family home.  There is a 30 foot access right of way.  Current access is a dirt road off North East Bay Rd.  Perfect for outdoor enthusiast and being in nature.  Close to all amenities, schools, shops and dining.  Adjacent land also for sale, MLS#  413486 </p>",,,No,,,,.3615,,"Garden View",,0,0,0,0,"https://images.remax.ky/listings/2013/bluff-road-photo.jpg, https://images.remax.ky/listings/2013/bluff-and-road-2-.jpeg, https://images.remax.ky/listings/2013/map.jpg, https://images.remax.ky/listings/2013/aerial.jpg",
2014,413486,"Cayman Brac East Land ",cid,72000,Land,"Low Density Residential","Cayman Brac East","<p>Located at the base of the Bluff is a stunning parcel that is tranquil and private.  High elevation and gorgeous views of the Bluff is a great place to build your family home.  Perfect for the outdoor enthusiast and being in nature.  There is a 30 foot access right of way.  Current access is a dirt road off North East Bay Rd.  Close to all amenities, schools, shops and dining.  Adjacent also for sale, MLS413487</p>",,,No,,,,.3934,,Inland,,0,0,0,0,"https://images.remax.ky/listings/2014/bluff-road-photo.jpg, https://images.remax.ky/listings/2014/bluff-and-road-2-.jpeg, https://images.remax.ky/listings/2014/map.jpg, https://images.remax.ky/listings/2014/aerial-map.jpg",
2015,413491,"Olea Waterfront Duplex - Residence 110 with Private Pool (FURNITURE PKG INC)",usd,1998000,Residential,Semi-Detached/Duplex/Triplex,"W Bay Bch South","<p>OLEA is a waterfront community located to the south of Camana Bay. Adjacent to Cayman International School, it offers seamless connectivity to the restaurants, shoppes and offices at Camana Bay as well as Seven Mile Beach. Camana Bay is the islands premier destination for global business and Caribbean community as well an epicentre of fashion, food, entertainment, culture, and fun.</p>
<p>This 3 bedroom, 3.5 bathroom residence spans nearly 3,000 SQFT and features a double garage, large pantry and open-concept kitchen, living and dining space and a secluded outdoor space with private swimming pool, creating a tranquil oasis for homeowners that feels like a single family home. All residences will have solar panels and be cooled with the latest geothermal systems making it a GREEN Home with very low utility costs. OLEA's amenities will include a lazy river flowing into a resort-style pool, beautifully landscaped common areas and a fully equipped gym. Interiors will integrate elements such as LED lighting, energy-efficient appliances, and water-conserving plumbing fixtures.  This unit comes included will a lovely modern furniture package from Living.KY, everything you would need to furnish the home.  This is truly a unique opportunity to buy your own private residence within steps of Camana Bay.</p>",3,3.5,Yes,2,,2970,,2021,"Canal Front,Canal View,Pool View",,0,1,1,1,"https://images.remax.ky/listings/2015/canal-duplex-.jpg, https://images.remax.ky/listings/2015/canal-duplex-left-.jpg, https://images.remax.ky/listings/2015/bedroom-.jpg, https://images.remax.ky/listings/2015/living-.jpg, https://images.remax.ky/listings/2015/road-.jpg, https://images.remax.ky/listings/2015/townhome-with-garage-.jpg, https://images.remax.ky/listings/2015/townhome-.jpg, https://images.remax.ky/listings/2015/aerial-.jpg, https://images.remax.ky/listings/2015/camana-bay-.jpg",
2016,413507,"South Sound 5.62 Acres Prime Development Land",cid,6120180,Land,"Low Density Residential","South Sound","<p>Rare, ultra-prime development site located in South Sound. Property is wide and deep, perfect for a single or multi-phase development of townhomes, apartments, or condominiums. Situated in an upscale residential sub-division which includes other great projects like PRIVE &amp; Bahia, Only a few minutes away from schools, Smith Cove, George Town, and Seven Mile Beach. Can accommodate a maximum density of 84 apartments- 134 bedrooms! A site plan is available upon request. Large sites like this are truly unique in South Sound as development pushes much further east. This is one of the last development sites of its kind. Either land bank for future capital appreciation, or develop now, to realize a strong profit from the ever increasing demand for residences close to George Town and Seven Mile Beach. This really is a triple A investment opportunity!</p>",,,No,,"Low Density Residential",,5.62,,Inland,,0,0,0,0,https://images.remax.ky/listings/2016/64c5e121-25ca-43ea-aaec-010ad51f7854.png,
2018,413523,"Beach Reach Multi-Family Income Producing",usd,2598000,Multi-Unit,"Apartment Building / Condo Building","W Bay South","<p>Location, location, location! This 5 plex is located along the seven mile beach corridor and is within a 2 minute walking distance to the famous cemetery beach as well the Fosters and the new Jacques Scott plaza, which includes a liquor store, restaurant and spa/salon. Each of the 5 units have been tastefully decorated and each of the units have their own private gardens/outdoor space. Only a 5-7 minute commute into Camana Bay town center. Prior to Covid this Airbnb product earned an average of usd$17,000 a month totaling a NET income of usd$51,000 for the first 3 months OF 2020! When the island opens back up we should see similar rental figures being produced as this property was highly sort after and very affordable. With LOW maintenance/management fees it makes an attractive investment which can produce some solid returns. With the cost of construction and land at all-time highs why bother buying land and building when you can buy this turn-key property and start earning income immediately! Currently priced at usd$692 per sqft. Showing by appointment only.</p>",10,5,No,,,3750,0.33,1993,"Garden View",,0,0,0,0,"https://images.remax.ky/listings/2018/9303bb3a-39b7-4cd5-acbe-d8ec359bdb6f.jpeg, https://images.remax.ky/listings/2018/be1bba72-7232-4066-b31f-11d98dd1a9d3.jpeg, https://images.remax.ky/listings/2018/2d147025-b4bd-4d9e-955b-b7a1b617930b.jpeg, https://images.remax.ky/listings/2018/12b21d9c-e10f-4d6e-adbe-e90eee9b8c85.jpeg, https://images.remax.ky/listings/2018/72fe3995-9ae8-49d8-bed4-e7094b73f6e9.jpeg, https://images.remax.ky/listings/2018/373cca08-299a-4ec3-9065-3c643d37b74d.jpeg, https://images.remax.ky/listings/2018/aaa79a19-988e-430c-bfa7-5510534ca452.jpeg, https://images.remax.ky/listings/2018/11d43f66-1c68-47ff-8da8-eb5bc0b9e0fb.jpeg, https://images.remax.ky/listings/2018/87de33ff-a4a5-4123-9007-fefd5424f61f.jpeg, https://images.remax.ky/listings/2018/bed-2.jpg",
2020,413534,"Water’s Edge Penthouse #35",usd,5850000,Residential,Condominium,"W Bay Bch South","<p>Water’s Edge is in the heart of Seven Mile Beach on a perfect section of the beach within walking distance to numerous restaurants, shops and more. This internal corner unit on the North side of building projects outward offering open views with more privacy at the front. Owned by the original owner and beautifully maintained with very little wear and tear, the residence looks brand new.</p>
<p>Large open living, dining, and kitchen all with stunning ocean views. Living area space is very generous with top-end furnishings. The residence features 3 bedrooms with one bedroom currently set up as an office with a sofa bed. The den has been converted into a media room with big screen, surround sound and comfortable sofas.</p>
<p>Exceptionally well-maintained development with 3 level cascading infinity edge oceanfront pool, twin oceanfront Jacuzzis, beach and poolside lounge chairs, poolside BBQ area with gas grills, large owners lounge area with bar, pool table, relaxation area and movie area all with oceanfront views, fitness center, massage rooms, gymnasium, onsite resident manager, 24-hour security, security cameras, and underground parking. Rentals are limited to 3 months, allowing for a quieter community. This residence includes 2 parking spots.</p>
<p>Extremely well built with hurricane impact windows, poured structure, and post-tension system.</p>",3,3.5,2,1,,3234,,2006,"Beach Front",Yes,0,0,1,0,"https://images.remax.ky/listings/2020/1-dsc04599-hdr-edit.jpg, https://images.remax.ky/listings/2020/1.1-dsc04529-hdr-edit.jpg, https://images.remax.ky/listings/2020/1.2-dsc04504-hdr-edit.jpg, https://images.remax.ky/listings/2020/2-dsc04484-hdr-edit.jpg, https://images.remax.ky/listings/2020/3-dsc04444-hdr.jpg, https://images.remax.ky/listings/2020/4-dsc04449-hdr-edit.jpg, https://images.remax.ky/listings/2020/5-dsc04539-hdr-edit.jpg, https://images.remax.ky/listings/2020/6-dsc04569-hdr.jpg, https://images.remax.ky/listings/2020/7-dsc04579-hdr.jpg, https://images.remax.ky/listings/2020/8-dsc04630-edit.jpg, https://images.remax.ky/listings/2020/9-dsc04339-hdr-edit.jpg, https://images.remax.ky/listings/2020/10-dsc04349-hdr-edit.jpg, https://images.remax.ky/listings/2020/11-dsc04359-hdr-edit.jpg, https://images.remax.ky/listings/2020/12-dsc04394-hdr.jpg, https://images.remax.ky/listings/2020/13-dsc04404-hdr.jpg, https://images.remax.ky/listings/2020/14-dsc04677.jpg, https://images.remax.ky/listings/2020/15-dsc04676.jpg, https://images.remax.ky/listings/2020/16-dsc04683.jpg, https://images.remax.ky/listings/2020/17-dsc04704.jpg, https://images.remax.ky/listings/2020/18-dsc04706.jpg, https://images.remax.ky/listings/2020/19-dsc04730.jpg, https://images.remax.ky/listings/2020/20-dsc04737.jpg, https://images.remax.ky/listings/2020/21-dsc04765.jpg, https://images.remax.ky/listings/2020/22-dsc04654-edit.jpg",
2021,413524,"Parkview Courts Phase II ",cid,399000,Residential,Condominium,"George Town Centr","<p>Incredibly rare 2 Bedroom 2.5 Bathroom Townhouse at Parkview Courts Phase II</p>
<p>This lovely 1,218 sq ft unit comes fully furnished and is ready to be yours! Large Kitchen contains necessary appliances highlighted by wooden cabinetry and plenty of counter space. High ceilings and open floor plan bring a spacious yet intimate feel to the main floor with access to a half bathroom and beautiful outdoor yard. </p>
<p>The second floor has recently been renovated with reinforced flooring, carpet in each bedroom, and new tubs &amp; tiling in each bathroom. Jack &amp; Jill closets come with extra storage cupboards above making this property the perfect size for a small family or multiple tenants. </p>
<p>Gated complex maintains a healthy Strata, and includes on-site amenities such as a pool, hot tub, gym, and indoor squash court.</p>
<p>Conveniently located 2 minutes from Kirk Supermarket, and walking distance from Seven Mile Beach, this property will not last long!</p>
<p>*Available for view Monday to Friday 8:30am - 2:30pm, must give 24hrs notice for weekend viewings.*</p>",2,2.5,No,2,,1218,,2007,"Garden View",Yes,0,0,1,1,"https://images.remax.ky/listings/2021/living-room.jpg, https://images.remax.ky/listings/2021/kitchen-2.jpg, https://images.remax.ky/listings/2021/breakfast-bar-3.jpg, https://images.remax.ky/listings/2021/dining-area-living-room.jpg, https://images.remax.ky/listings/2021/parents-bedroom.jpg, https://images.remax.ky/listings/2021/parents-bedroom-3.jpg, https://images.remax.ky/listings/2021/parents-bath-2.jpg, https://images.remax.ky/listings/2021/hallway.jpg, https://images.remax.ky/listings/2021/kids-room.jpg, https://images.remax.ky/listings/2021/kids-bathroom.jpg, https://images.remax.ky/listings/2021/pool-2.jpg, https://images.remax.ky/listings/2021/front-door.jpg",
2022,413526,"SECRET GARDENS",cid,559000,Residential,Condominium,"South Sound","<p>Secret Gardens a desired and sought after family oriented and pet friendly strata. Located on Fairbanks Road walking distance to schools, close to medical facilities, shopping and other amenities.</p>
<p>The complex is nestled on 7acres of lush tropical gardens with 2 pools, Gym and children's playground. This  lovely well maintained 3 bedroom 3 bathroom corner unit offers lots of privacy and 2 assigned parking spaces. Move -in-ready!</p>
<p>Make an appointment to view today!</p>",3,3,No,2,"Low Density Residential",1695,,2002,"Garden View",Yes,0,0,0,0,"https://images.remax.ky/listings/2022/dscn0426-2-.jpg, https://images.remax.ky/listings/2022/dscn0464.jpg, https://images.remax.ky/listings/2022/dscn0450.jpg, https://images.remax.ky/listings/2022/dscn0434.jpg, https://images.remax.ky/listings/2022/dscn0438.jpg, https://images.remax.ky/listings/2022/dscn0478.jpg, https://images.remax.ky/listings/2022/dscn0420-2-.jpg, https://images.remax.ky/listings/2022/dscn0479.jpg, https://images.remax.ky/listings/2022/dscn0433.jpg, https://images.remax.ky/listings/2022/dscn0483.jpg, https://images.remax.ky/listings/2022/dscn0490.jpg",
2023,413527,"Meadowlark Villas #6 (End Unit) ",cid,265000,Residential,Condominium,Savannah,"<p>Meadowlark Villas #6 is a fantastic 1 bedroom, 1 bathroom end unit apartment.  Located in a quiet, private area off Spotts Newlands Road this well-kept property is great for a primary residence or lucrative rental investment.  Granite countertops in the kitchen and bathroom, double pane windows and nice finishes throughout. The complex was building in 2013 and is in excellent condition. Super low strata fees of only CI$200 per month which includes insurance makes this a very affordable option.</p>",1,1,No,1,,665,,2013,"Garden View,Inland",Partially,0,0,0,0,"https://images.remax.ky/listings/2023/complex.jpg, https://images.remax.ky/listings/2023/side.jpg, https://images.remax.ky/listings/2023/kitchen.jpg, https://images.remax.ky/listings/2023/hall.jpg, https://images.remax.ky/listings/2023/bath.jpg, https://images.remax.ky/listings/2023/bed.jpg, https://images.remax.ky/listings/2023/bedroom.jpg, https://images.remax.ky/listings/2023/back.jpg, https://images.remax.ky/listings/2023/rear.jpg",
2025,413544,"Cayman Brac Bluff Land ",cid,41500,Land,"Low Density Residential","Cayman Brac Centr","<p>Super affordable land to build or land-bank.  Sitting high and dry on the Bluff.  Located on Songbird Dr and Montgomery Ave, SW corner.  Easy access to and from amenities and airport. </p>
<p> </p>
<p> </p>",,,No,,"Low Density Residential",,.3812,,Inland,,0,0,0,0,"https://images.remax.ky/listings/2025/parcel-map.jpg, https://images.remax.ky/listings/2025/aerial-map.jpg, https://images.remax.ky/listings/2025/map-measurement.jpg",
2026,413541,"Regina Avenue Home",cid,645000,Residential,"Single Family Home","Lower Valley","<p>5 Bedroom 4 Bathroom Home sitting on 0.50 acres of land on the tranquil Regina Avenue in Lower Valley. Classic Cayman Style single floor Home in great condition and is completely turn-key! Boasting a beautiful screened in patio looking on to a fenced and gated yard containing colourful flowers and trees alike. Come and see for yourself! </p>",5,4,Yes,1,,3200,0.50,1985,"Garden View",Yes,0,0,0,0,"https://images.remax.ky/listings/2026/back-patio.jpg, https://images.remax.ky/listings/2026/living-room-1.jpg, https://images.remax.ky/listings/2026/master-bedroom.jpg, https://images.remax.ky/listings/2026/bathroom-1.jpg, https://images.remax.ky/listings/2026/kitchen.jpg, https://images.remax.ky/listings/2026/dining-room.jpg, https://images.remax.ky/listings/2026/bedroom-1.jpg, https://images.remax.ky/listings/2026/master-bath-1.1.jpg, https://images.remax.ky/listings/2026/guest-room.jpg, https://images.remax.ky/listings/2026/bedroom-2.jpg, https://images.remax.ky/listings/2026/bathroom-3.jpg, https://images.remax.ky/listings/2026/bedroom-3.jpg",
